month,avg_price
09,1511.5023775714285
08,1545.0195253809522
12,1771.6260870869567
04,1230.1114327142855
07,1515.317732409091
11,1743.3900024
06,1431.5954645454544
05,1381.37250975
10,1541.9208984090908
03,1116.3422309999999
